No,year,month,date,Discharge_CMS,Sed_Con_ppm,Sus_Load_MTDay,date_full,SSL_expected,flag
12,2000,6,15,13.1,773,874.91,2000-06-15,874.91232,ok
13,2000,7,6,8.52,0,0,2000-07-06,0,below_detection
14,2000,7,9,154,14800,196922.88,2000-07-09,196922.88,ok
15,2000,7,22,14.1,2950,3593.81,2000-07-22,3593.808,ok
16,2000,8,4,11.4,3310,3260.22,2000-08-04,3260.2176,ok
17,2000,8,15,11.2,2250,2177.28,2000-08-15,2177.28,ok
18,2000,8,22,12.7,2600,2852.93,2000-08-22,2852.9280000000003,ok
19,2000,9,8,27.7,3040,7275.57,2000-09-08,7275.5712,ok
20,2000,9,19,18.2,3480,5472.23,2000-09-19,5472.2304,ok
21,2000,9,26,11.5,2760,2742.34,2000-09-26,2742.3360000000002,ok
22,2000,10,3,10.2,1350,1189.73,2000-10-03,1189.7279999999998,ok
23,2000,10,13,19,934,1533.25,2000-10-13,1533.2544,ok
24,2000,10,20,22.4,9650,18676.22,2000-10-20,18676.224000000002,ok
25,2000,10,27,20.9,4360,7873.11,2000-10-27,7873.113600000001,ok
26,2000,11,2,186,38500,618710.4,2000-11-02,618710.4,ok
27,2000,11,14,30.9,3410,9103.88,2000-11-14,9103.8816,ok
28,2000,11,24,17.1,2590,3826.57,2000-11-24,3826.5696000000007,ok
29,2000,12,5,15.4,1130,1503.53,2000-12-05,1503.5328000000002,ok
30,2000,12,19,14.4,726,903.26,2000-12-19,903.26016,ok
1,1999,1,6,12.2,1260,1328.14,1999-01-06,1328.1408000000001,ok
2,1999,1,15,11.4,669,658.94,1999-01-15,658.9382400000001,ok
3,1999,2,3,11.6,1820,1824.08,1999-02-03,1824.0768,ok
4,1999,2,23,6.14,0,0,1999-02-23,0,below_detection
5,1999,3,3,7.68,0,0,1999-03-03,0,below_detection
6,1999,3,16,5.54,0,0,1999-03-16,0,below_detection
7,1999,4,8,5.51,0,0,1999-04-08,0,below_detection
8,1999,4,20,4.56,0,0,1999-04-20,0,below_detection
9,1999,5,5,7.33,0,0,1999-05-05,0,below_detection
10,1999,5,18,7.71,0,0,1999-05-18,0,below_detection
11,1999,6,2,9.43,0,0,1999-06-02,0,below_detection
12,1999,6,7,383,13300,440112.96,1999-06-07,440112.96,ok
13,1999,6,22,28.8,5730,14258.07,1999-06-22,14258.073600000002,ok
14,1999,7,6,25.1,5770,12513.05,1999-07-06,12513.052800000001,ok
15,1999,7,15,15.8,4850,6620.83,1999-07-15,6620.832,ok
16,1999,7,22,11,3640,3459.46,1999-07-22,3459.456,ok
17,1999,8,5,22.2,4910,9417.77,1999-08-05,9417.7728,ok
18,1999,8,19,18.8,716,1163.01,1999-08-19,1163.01312,ok
19,1999,8,26,42.7,4190,15458.08,1999-08-26,15458.083200000001,ok
20,1999,9,2,15,2960,3836.16,1999-09-02,3836.1600000000003,ok
21,1999,9,9,29.2,1970,4970.07,1999-09-09,4970.073600000001,ok
22,1999,9,21,28.2,3540,8625.14,1999-09-21,8625.1392,ok
23,1999,9,28,20.3,2160,3788.47,1999-09-28,3788.4672,ok
24,1999,10,5,21.3,9180,16894.14,1999-10-05,16894.137600000002,ok
25,1999,10,19,18.1,2160,3377.89,1999-10-19,3377.8944,ok
26,1999,11,2,12,0,0,1999-11-02,0,below_detection
27,1999,11,10,16.3,0,0,1999-11-10,0,below_detection
28,1999,11,19,10.2,0,0,1999-11-19,0,below_detection
29,1999,12,1,9.94,278,238.75,1999-12-01,238.750848,ok
30,1999,12,14,9.04,0,0,1999-12-14,0,below_detection
1,1998,8,12,46.23,103,411.37,1998-08-12,411.410016,ok
2,1998,9,17,35.8,202,624.86,1998-09-17,624.81024,ok
3,1998,9,24,139,1172,14075.35,1998-09-24,14075.2512,ok
1,1997,1,7,9.57,0,0,1997-01-07,0,below_detection
2,1997,1,21,8.98,0,0,1997-01-21,0,below_detection
3,1997,2,4,19.3,1600,2668.03,1997-02-04,2668.032,ok
4,1997,2,21,16.7,0,0,1997-02-21,0,below_detection
5,1997,3,5,9.76,0,0,1997-03-05,0,below_detection
6,1997,3,18,6.41,0,0,1997-03-18,0,below_detection
7,1997,4,8,7.04,0,0,1997-04-08,0,below_detection
8,1997,4,17,9.96,0,0,1997-04-17,0,below_detection
9,1997,5,3,7.14,0,0,1997-05-03,0,below_detection
10,1997,5,20,5.73,0,0,1997-05-20,0,below_detection
11,1997,6,4,5.78,0,0,1997-06-04,0,below_detection
12,1997,6,17,17.4,0,0,1997-06-17,0,below_detection
13,1997,7,3,20.7,0,0,1997-07-03,0,below_detection
14,1997,7,16,10.1,519,452.9,1997-07-16,452.90015999999997,ok
15,1997,7,22,8.52,0,0,1997-07-22,0,below_detection
16,1997,7,29,7.14,0,0,1997-07-29,0,below_detection
17,1997,8,6,10.8,174,162.36,1997-08-06,162.36288000000002,ok
18,1997,8,12,8.95,0,0,1997-08-12,0,below_detection
19,1997,8,19,8.29,0,0,1997-08-19,0,below_detection
20,1997,8,26,7.28,0,0,1997-08-26,0,below_detection
21,1997,8,30,70.2,2560,15527.12,1997-08-30,15527.116800000002,ok
22,1997,9,3,21.8,0,0,1997-09-03,0,below_detection
23,1997,9,12,18.4,334,530.98,1997-09-12,530.97984,ok
24,1997,9,23,12.5,0,0,1997-09-23,0,below_detection
25,1997,10,2,12.7,0,0,1997-10-02,0,below_detection
26,1997,10,17,11.1,0,0,1997-10-17,0,below_detection
27,1997,11,4,9.69,0,0,1997-11-04,0,below_detection
28,1997,11,14,7.4,0,0,1997-11-14,0,below_detection
29,1997,12,2,6.68,0,0,1997-12-02,0,below_detection
30,1997,12,17,5.66,0,0,1997-12-17,0,below_detection
1,1996,1,5,6,0,0,1996-01-05,0,below_detection
2,1996,1,17,5.82,0,0,1996-01-17,0,below_detection
3,1996,2,3,6.38,0,0,1996-02-03,0,below_detection
4,1996,2,15,5.69,0,0,1996-02-15,0,below_detection
5,1996,3,5,6.01,0,0,1996-03-05,0,below_detection
6,1996,3,14,5.9,0,0,1996-03-14,0,below_detection
7,1996,4,7,6.02,0,0,1996-04-07,0,below_detection
8,1996,4,17,5.61,0,0,1996-04-17,0,below_detection
9,1996,5,3,6.23,0,0,1996-05-03,0,below_detection
10,1996,5,13,8.96,0,0,1996-05-13,0,below_detection
11,1996,5,22,15.3,0,0,1996-05-22,0,below_detection
12,1996,6,6,8.86,0,0,1996-06-06,0,below_detection
13,1996,6,12,8.38,0,0,1996-06-12,0,below_detection
14,1996,6,24,6.87,0,0,1996-06-24,0,below_detection
15,1996,7,2,6.66,0,0,1996-07-02,0,below_detection
16,1996,7,17,6.31,0,0,1996-07-17,0,below_detection
17,1996,7,26,454,7620,298899.07,1996-07-26,298899.07200000004,ok
18,1996,7,28,117,1150,11625.12,1996-07-28,11625.12,ok
19,1996,8,2,76.5,1830,12095.57,1996-08-02,12095.568000000001,ok
20,1996,8,12,19.5,524,882.84,1996-08-12,882.8352000000001,ok
21,1996,8,21,16,53,73.27,1996-08-21,73.2672,ok
22,1996,9,3,15.3,459,606.76,1996-09-03,606.76128,ok
23,1996,9,12,20.6,224,398.68,1996-09-12,398.6841600000001,ok
24,1996,9,23,12.7,0,0,1996-09-23,0,below_detection
25,1996,10,2,12.1,0,0,1996-10-02,0,below_detection
26,1996,10,14,20.1,255,442.84,1996-10-14,442.8432,ok
27,1996,11,5,23.9,141,291.16,1996-11-05,291.15936,ok
28,1996,11,12,81.8,697,4926.06,1996-11-12,4926.06144,ok
29,1996,12,8,14.4,0,0,1996-12-08,0,below_detection
30,1996,12,14,11.4,0,0,1996-12-14,0,below_detection
1,1995,1,5,7.94,0,0,1995-01-05,0,below_detection
2,1995,1,17,7.01,0,0,1995-01-17,0,below_detection
3,1995,2,8,6.86,0,0,1995-02-08,0,below_detection
4,1995,2,22,9.56,0,0,1995-02-22,0,below_detection
5,1995,3,9,7.18,0,0,1995-03-09,0,below_detection
6,1995,3,21,6.97,0,0,1995-03-21,0,below_detection
7,1995,4,8,8.34,0,0,1995-04-08,0,below_detection
8,1995,4,18,5.03,0,0,1995-04-18,0,below_detection
9,1995,5,3,3.86,0,0,1995-05-03,0,below_detection
10,1995,5,12,4.93,0,0,1995-05-12,0,below_detection
11,1995,5,24,5.57,0,0,1995-05-24,0,below_detection
12,1995,6,7,8.01,0,0,1995-06-07,0,below_detection
13,1995,6,11,18.3,240,379.47,1995-06-11,379.46880000000004,ok
14,1995,6,24,7.8,0,0,1995-06-24,0,below_detection
15,1995,7,5,6.72,0,0,1995-07-05,0,below_detection
16,1995,7,14,13.3,114,131,1995-07-14,130.99968,ok
17,1995,7,25,9.35,0,0,1995-07-25,0,below_detection
18,1995,8,2,67.6,580,3387.57,1995-08-02,3387.5712000000003,ok
19,1995,8,11,30.9,0,0,1995-08-11,0,below_detection
20,1995,8,22,14.9,0,0,1995-08-22,0,below_detection
21,1995,9,1,212,7180,131514.62,1995-09-01,131514.624,ok
22,1995,9,12,23.7,0,0,1995-09-12,0,below_detection
23,1995,9,22,212,3580,65574.14,1995-09-22,65574.144,ok
24,1995,10,4,25.4,0,0,1995-10-04,0,below_detection
25,1995,10,13,25.7,0,0,1995-10-13,0,below_detection
26,1995,10,24,13.8,0,0,1995-10-24,0,below_detection
27,1995,11,3,10.8,0,0,1995-11-03,0,below_detection
28,1995,11,21,9.59,0,0,1995-11-21,0,below_detection
29,1995,12,6,8.36,0,0,1995-12-06,0,below_detection
30,1995,12,22,7.08,0,0,1995-12-22,0,below_detection
1,1994,1,6,6.33,0,0,1994-01-06,0,below_detection
2,1994,1,17,7.74,0,0,1994-01-17,0,below_detection
3,1994,2,3,6.79,0,0,1994-02-03,0,below_detection
4,1994,2,17,10.5,0,0,1994-02-17,0,below_detection
5,1994,3,3,9.13,0,0,1994-03-03,0,below_detection
6,1994,3,16,7.12,0,0,1994-03-16,0,below_detection
7,1994,4,8,5.4,0,0,1994-04-08,0,below_detection
8,1994,4,18,5.13,0,0,1994-04-18,0,below_detection
9,1994,5,2,4.8,0,0,1994-05-02,0,below_detection
10,1994,5,16,5.03,0,0,1994-05-16,0,below_detection
11,1994,5,24,4.98,0,0,1994-05-24,0,below_detection
12,1994,6,2,21.4,465,859.77,1994-06-02,859.7664000000001,ok
13,1994,6,9,7.77,0,0,1994-06-09,0,below_detection
14,1994,6,23,6.46,0,0,1994-06-23,0,below_detection
15,1994,7,5,5.2,0,0,1994-07-05,0,below_detection
16,1994,7,12,139,5900,70856.64,1994-07-12,70856.64,ok
17,1994,7,22,23.5,642,1303.52,1994-07-22,1303.5168,ok
18,1994,8,3,19.3,1040,1734.22,1994-08-03,1734.2208,ok
19,1994,8,5,122,1940,20449.15,1994-08-05,20449.152000000002,ok
20,1994,8,9,67.4,578,3365.9,1994-08-09,3365.9020800000008,ok
21,1994,8,22,19.6,0,0,1994-08-22,0,below_detection
22,1994,9,2,12.3,0,0,1994-09-02,0,below_detection
23,1994,9,12,11.6,0,0,1994-09-12,0,below_detection
24,1994,9,22,12.1,0,0,1994-09-22,0,below_detection
25,1994,10,4,9.78,0,0,1994-10-04,0,below_detection
26,1994,10,9,12.6,0,0,1994-10-09,0,below_detection
27,1994,11,3,7.04,0,0,1994-11-03,0,below_detection
28,1994,11,21,5.74,0,0,1994-11-21,0,below_detection
29,1994,12,6,6.42,0,0,1994-12-06,0,below_detection
30,1994,12,22,8.43,0,0,1994-12-22,0,below_detection
1,1993,1,5,5.99,0,0,1993-01-05,0,below_detection
2,1993,1,14,5.44,0,0,1993-01-14,0,below_detection
3,1993,2,3,5.26,0,0,1993-02-03,0,below_detection
4,1993,2,19,4.84,0,0,1993-02-19,0,below_detection
5,1993,3,3,5.08,0,0,1993-03-03,0,below_detection
6,1993,3,17,7.3,0,0,1993-03-17,0,below_detection
7,1993,4,7,5.3,0,0,1993-04-07,0,below_detection
8,1993,4,14,9.67,0,0,1993-04-14,0,below_detection
9,1993,5,5,5.84,0,0,1993-05-05,0,below_detection
10,1993,5,13,4.55,0,0,1993-05-13,0,below_detection
11,1993,5,25,7.96,0,0,1993-05-25,0,below_detection
12,1993,6,3,7.63,0,0,1993-06-03,0,below_detection
13,1993,6,18,7.61,0,0,1993-06-18,0,below_detection
14,1993,7,3,6.35,0,0,1993-07-03,0,below_detection
15,1993,7,13,5.33,0,0,1993-07-13,0,below_detection
16,1993,7,22,8.42,0,0,1993-07-22,0,below_detection
17,1993,8,4,6.7,0,0,1993-08-04,0,below_detection
18,1993,8,13,7.88,4540,3090.98,1993-08-13,3090.97728,ok
19,1993,8,20,6.43,1670,927.77,1993-08-20,927.7718400000001,ok
20,1993,9,3,6.23,0,0,1993-09-03,0,below_detection
21,1993,9,10,5.41,0,0,1993-09-10,0,below_detection
22,1993,9,14,58.6,6470,32757.87,1993-09-14,32757.8688,ok
23,1993,9,25,36.5,0,0,1993-09-25,0,below_detection
24,1993,10,3,22.1,0,0,1993-10-03,0,below_detection
25,1993,10,19,12.6,0,0,1993-10-19,0,below_detection
26,1993,10,27,9.47,0,0,1993-10-27,0,below_detection
27,1993,11,4,14.3,0,0,1993-11-04,0,below_detection
28,1993,11,22,8.7,0,0,1993-11-22,0,below_detection
29,1993,12,3,11.3,0,0,1993-12-03,0,below_detection
30,1993,12,15,8.25,0,0,1993-12-15,0,below_detection
1,1992,1,5,11.2,0,0,1992-01-05,0,below_detection
2,1992,1,16,9.54,0,0,1992-01-16,0,below_detection
3,1992,1,30,9.07,0,0,1992-01-30,0,below_detection
4,1992,2,18,21.3,1100,2024.35,1992-02-18,2024.352,ok
5,1992,3,3,11.9,0,0,1992-03-03,0,below_detection
6,1992,3,19,8.75,0,0,1992-03-19,0,below_detection
7,1992,4,2,7.24,0,0,1992-04-02,0,below_detection
8,1992,4,25,13,0,0,1992-04-25,0,below_detection
9,1992,5,3,9.07,0,0,1992-05-03,0,below_detection
10,1992,5,12,8.36,0,0,1992-05-12,0,below_detection
11,1992,5,30,8.29,0,0,1992-05-30,0,below_detection
12,1992,6,3,8.7,0,0,1992-06-03,0,below_detection
13,1992,6,12,6.15,0,0,1992-06-12,0,below_detection
14,1992,6,23,5.37,0,0,1992-06-23,0,below_detection
15,1992,7,3,5.48,0,0,1992-07-03,0,below_detection
16,1992,7,10,5.91,0,0,1992-07-10,0,below_detection
17,1992,7,21,5.33,0,0,1992-07-21,0,below_detection
18,1992,8,3,5.18,0,0,1992-08-03,0,below_detection
19,1992,8,11,6.26,0,0,1992-08-11,0,below_detection
20,1992,8,18,24.5,6770,14330.74,1992-08-18,14330.736,ok
21,1992,8,29,48.4,4580,19152.46,1992-08-29,19152.4608,ok
22,1992,8,30,283,7200,176048.64,1992-08-30,176048.64,ok
23,1992,9,5,227,1770,34714.66,1992-09-05,34714.656,ok
24,1992,9,17,31.1,282,757.75,1992-09-17,757.7452800000001,ok
25,1992,9,21,414,16000,572313.6,1992-09-21,572313.6,ok
26,1992,10,7,22.4,4580,8863.95,1992-10-07,8863.9488,ok
27,1992,10,19,18.6,0,0,1992-10-19,0,below_detection
28,1992,11,3,10.6,0,0,1992-11-03,0,below_detection
29,1992,11,18,16,0,0,1992-11-18,0,below_detection
30,1992,12,3,7.89,0,0,1992-12-03,0,below_detection
31,1992,12,16,7.03,0,0,1992-12-16,0,below_detection
1,1991,1,3,6.8,0,0,1991-01-03,0,below_detection
2,1991,1,15,7.5,0,0,1991-01-15,0,below_detection
3,1991,2,3,7.95,0,0,1991-02-03,0,below_detection
4,1991,2,24,7.37,0,0,1991-02-24,0,below_detection
5,1991,3,3,7.58,0,0,1991-03-03,0,below_detection
6,1991,3,13,7.31,0,0,1991-03-13,0,below_detection
7,1991,4,2,8.26,0,0,1991-04-02,0,below_detection
8,1991,4,15,5.39,0,0,1991-04-15,0,below_detection
9,1991,5,3,6.16,0,0,1991-05-03,0,below_detection
10,1991,5,15,5.51,0,0,1991-05-15,0,below_detection
11,1991,6,3,2.98,0,0,1991-06-03,0,below_detection
12,1991,6,18,3.65,0,0,1991-06-18,0,below_detection
13,1991,6,25,9.71,413,346.48,1991-06-25,346.4838720000001,ok
14,1991,7,3,5.87,0,0,1991-07-03,0,below_detection
15,1991,7,12,4.81,0,0,1991-07-12,0,below_detection
16,1991,7,20,103,5000,44496,1991-07-20,44496,ok
17,1991,7,26,27.1,3370,7890.65,1991-07-26,7890.652800000001,ok
18,1991,8,3,18.7,2570,4152.3,1991-08-03,4152.2976,ok
19,1991,8,14,9.63,0,0,1991-08-14,0,below_detection
20,1991,8,21,8.39,0,0,1991-08-21,0,below_detection
21,1991,9,3,6.79,0,0,1991-09-03,0,below_detection
22,1991,9,10,10.6,0,0,1991-09-10,0,below_detection
23,1991,9,20,40,6060,20943.36,1991-09-20,20943.36,ok
24,1991,9,24,213,9940,182927.81,1991-09-24,182927.80800000002,ok
25,1991,10,2,129,8010,89276.26,1991-10-02,89276.25600000001,ok
26,1991,10,18,19.2,0,0,1991-10-18,0,below_detection
27,1991,10,30,102,10400,91653.12,1991-10-30,91653.12000000001,ok
28,1991,11,3,36,0,0,1991-11-03,0,below_detection
29,1991,12,3,12.2,0,0,1991-12-03,0,below_detection
30,1991,12,17,10.8,0,0,1991-12-17,0,below_detection
1,1990,1,5,16.4,0,0,1990-01-05,0,below_detection
2,1990,1,18,12.7,0,0,1990-01-18,0,below_detection
3,1990,2,2,11.6,0,0,1990-02-02,0,below_detection
4,1990,2,14,6.8,0,0,1990-02-14,0,below_detection
5,1990,3,2,8.01,0,0,1990-03-02,0,below_detection
6,1990,3,16,7,0,0,1990-03-16,0,below_detection
7,1990,4,2,6.49,0,0,1990-04-02,0,below_detection
8,1990,4,14,8.26,0,0,1990-04-14,0,below_detection
9,1990,4,24,19.3,352,586.97,1990-04-24,586.9670400000001,ok
10,1990,5,2,12.9,0,0,1990-05-02,0,below_detection
11,1990,5,18,10.4,0,0,1990-05-18,0,below_detection
12,1990,5,19,51.7,1650,7370.35,1990-05-19,7370.352000000001,ok
13,1990,6,1,29.2,437,1102.5,1990-06-01,1102.49856,ok
14,1990,6,16,14.6,0,0,1990-06-16,0,below_detection
15,1990,6,24,176,5820,88501.25,1990-06-24,88501.248,ok
16,1990,7,3,32.1,231,640.66,1990-07-03,640.6646400000001,ok
17,1990,7,13,18.8,0,0,1990-07-13,0,below_detection
18,1990,7,24,14.1,0,0,1990-07-24,0,below_detection
19,1990,8,3,36.2,0,0,1990-08-03,0,below_detection
20,1990,8,10,16,0,0,1990-08-10,0,below_detection
21,1990,8,21,21.2,155,283.91,1990-08-21,283.91040000000004,ok
22,1990,9,1,20,0,0,1990-09-01,0,below_detection
23,1990,9,7,310,7180,192309.12,1990-09-07,192309.12000000002,ok
24,1990,9,21,34.6,3280,9805.36,1990-09-21,9805.3632,ok
25,1990,10,2,26.4,2720,6204.21,1990-10-02,6204.211200000001,ok
26,1990,10,20,19.6,0,0,1990-10-20,0,below_detection
27,1990,10,25,13.6,0,0,1990-10-25,0,below_detection
28,1990,11,4,12.7,0,0,1990-11-04,0,below_detection
29,1990,11,17,10.6,0,0,1990-11-17,0,below_detection
30,1990,12,2,9.15,0,0,1990-12-02,0,below_detection
31,1990,12,14,7.85,0,0,1990-12-14,0,below_detection
1,1989,1,4,6.91,0,0,1989-01-04,0,below_detection
2,1989,1,17,6.4,0,0,1989-01-17,0,below_detection
3,1989,2,3,6,0,0,1989-02-03,0,below_detection
4,1989,2,15,5.9,0,0,1989-02-15,0,below_detection
5,1989,3,3,5.8,0,0,1989-03-03,0,below_detection
6,1989,3,16,4.91,0,0,1989-03-16,0,below_detection
7,1989,4,3,6.94,0,0,1989-04-03,0,below_detection
8,1989,4,18,8.1,0,0,1989-04-18,0,below_detection
9,1989,5,2,7.9,0,0,1989-05-02,0,below_detection
10,1989,5,15,6.5,0,0,1989-05-15,0,below_detection
11,1989,6,1,20.5,2490,4410.29,1989-06-01,4410.2880000000005,ok
12,1989,6,19,13.3,0,0,1989-06-19,0,below_detection
13,1989,7,2,10.6,0,0,1989-07-02,0,below_detection
14,1989,7,11,10.3,0,0,1989-07-11,0,below_detection
15,1989,7,17,15.7,0,0,1989-07-17,0,below_detection
16,1989,7,25,13.4,0,0,1989-07-25,0,below_detection
17,1989,8,1,24.6,1840,3910.81,1989-08-01,3910.8096,ok
18,1989,8,11,14.3,0,0,1989-08-11,0,below_detection
19,1989,8,21,15,0,0,1989-08-21,0,below_detection
20,1989,9,2,14.5,0,0,1989-09-02,0,below_detection
21,1989,9,11,60.5,10600,55408.32,1989-09-11,55408.32,ok
22,1989,9,18,36.2,0,0,1989-09-18,0,below_detection
23,1989,9,19,38.4,0,0,1989-09-19,0,below_detection
24,1989,10,13,17.1,0,0,1989-10-13,0,below_detection
25,1989,10,19,15,0,0,1989-10-19,0,below_detection
26,1989,10,30,49.1,0,0,1989-10-30,0,below_detection
27,1989,11,3,11.8,0,0,1989-11-03,0,below_detection
28,1989,11,20,9.82,0,0,1989-11-20,0,below_detection
29,1989,12,1,12,0,0,1989-12-01,0,below_detection
30,1989,12,15,10.7,0,0,1989-12-15,0,below_detection
1,1988,1,4,9.98,0,0,1988-01-04,0,below_detection
2,1988,1,19,20.7,0,0,1988-01-19,0,below_detection
3,1988,2,3,12.8,0,0,1988-02-03,0,below_detection
4,1988,2,13,8.73,0,0,1988-02-13,0,below_detection
5,1988,3,3,8.37,0,0,1988-03-03,0,below_detection
6,1988,3,17,8.04,0,0,1988-03-17,0,below_detection
7,1988,4,2,9.74,0,0,1988-04-02,0,below_detection
8,1988,4,15,7.19,0,0,1988-04-15,0,below_detection
9,1988,5,2,8.14,0,0,1988-05-02,0,below_detection
10,1988,5,17,5.28,0,0,1988-05-17,0,below_detection
11,1988,6,1,10.4,0,0,1988-06-01,0,below_detection
12,1988,6,14,10.8,0,0,1988-06-14,0,below_detection
13,1988,6,24,7.34,0,0,1988-06-24,0,below_detection
14,1988,7,2,5.86,0,0,1988-07-02,0,below_detection
15,1988,7,9,5.61,0,0,1988-07-09,0,below_detection
16,1988,7,18,5.67,0,0,1988-07-18,0,below_detection
17,1988,7,19,10.3,0,0,1988-07-19,0,below_detection
18,1988,8,2,5.33,0,0,1988-08-02,0,below_detection
19,1988,8,11,12.1,0,0,1988-08-11,0,below_detection
20,1988,8,19,7.71,0,0,1988-08-19,0,below_detection
21,1988,8,26,6,0,0,1988-08-26,0,below_detection
22,1988,9,2,5.13,0,0,1988-09-02,0,below_detection
23,1988,9,13,5.37,0,0,1988-09-13,0,below_detection
24,1988,9,20,41.2,0,0,1988-09-20,0,below_detection
25,1988,9,21,326,4840,136325.38,1988-09-21,136325.37600000002,ok
26,1988,10,2,52.4,0,0,1988-10-02,0,below_detection
27,1988,10,18,19.2,0,0,1988-10-18,0,below_detection
28,1988,10,26,325,4940,138715.2,1988-10-26,138715.2,ok
29,1988,11,1,29.9,331,855.09,1988-11-01,855.09216,ok
30,1988,11,15,20.6,0,0,1988-11-15,0,below_detection
31,1988,12,2,13.8,0,0,1988-12-02,0,below_detection
1,1987,1,7,11,0,0,1987-01-07,0,below_detection
2,1987,1,15,10.2,0,0,1987-01-15,0,below_detection
3,1987,2,5,7.71,0,0,1987-02-05,0,below_detection
4,1987,2,18,6.58,0,0,1987-02-18,0,below_detection
5,1987,3,3,8.36,0,0,1987-03-03,0,below_detection
6,1987,3,18,12.9,0,0,1987-03-18,0,below_detection
7,1987,4,3,6.93,0,0,1987-04-03,0,below_detection
8,1987,4,21,8.12,0,0,1987-04-21,0,below_detection
9,1987,5,3,7.46,0,0,1987-05-03,0,below_detection
10,1987,5,19,7.04,0,0,1987-05-19,0,below_detection
11,1987,6,3,8.5,0,0,1987-06-03,0,below_detection
12,1987,6,6,10.1,0,0,1987-06-06,0,below_detection
13,1987,6,18,32.1,0,0,1987-06-18,0,below_detection
14,1987,7,3,15.7,0,0,1987-07-03,0,below_detection
15,1987,7,14,7.69,0,0,1987-07-14,0,below_detection
16,1987,7,23,7.1,0,0,1987-07-23,0,below_detection
17,1987,7,28,25.6,0,0,1987-07-28,0,below_detection
18,1987,8,1,16.7,0,0,1987-08-01,0,below_detection
19,1987,8,11,9.7,0,0,1987-08-11,0,below_detection
20,1987,8,18,8.46,0,0,1987-08-18,0,below_detection
21,1987,8,24,7.57,0,0,1987-08-24,0,below_detection
22,1987,9,2,7.84,0,0,1987-09-02,0,below_detection
23,1987,9,9,287,1570,38930.98,1987-09-09,38930.976,ok
24,1987,9,18,50.2,0,0,1987-09-18,0,below_detection
25,1987,10,2,15,0,0,1987-10-02,0,below_detection
26,1987,10,16,10.2,0,0,1987-10-16,0,below_detection
27,1987,10,26,294,2205,56010.53,1987-10-26,56010.528000000006,ok
28,1987,11,4,29.6,182,465.45,1987-11-04,465.45408000000003,ok
29,1987,11,17,20,0,0,1987-11-17,0,below_detection
30,1987,12,2,15.8,0,0,1987-12-02,0,below_detection
31,1987,12,16,13.5,0,0,1987-12-16,0,below_detection
1,1986,1,5,6.87,0,0,1986-01-05,0,below_detection
2,1986,1,15,8.65,0,0,1986-01-15,0,below_detection
3,1986,2,4,7.63,0,0,1986-02-04,0,below_detection
4,1986,2,18,8.31,0,0,1986-02-18,0,below_detection
5,1986,3,2,11.5,0,0,1986-03-02,0,below_detection
6,1986,3,17,7.37,0,0,1986-03-17,0,below_detection
7,1986,4,2,7.95,0,0,1986-04-02,0,below_detection
8,1986,4,16,6.27,0,0,1986-04-16,0,below_detection
9,1986,5,2,5.81,0,0,1986-05-02,0,below_detection
10,1986,5,16,9.84,0,0,1986-05-16,0,below_detection
11,1986,5,24,26.8,424,981.78,1986-05-24,981.7804800000001,ok
12,1986,6,2,24.2,0,0,1986-06-02,0,below_detection
13,1986,6,12,31,3400,9106.56,1986-06-12,9106.560000000001,ok
14,1986,6,25,33.5,3970,11490.77,1986-06-25,11490.768,ok
15,1986,7,2,20.7,0,0,1986-07-02,0,below_detection
16,1986,7,11,462,5600,223534.08,1986-07-11,223534.08000000002,ok
17,1986,7,12,268,2630,60898.18,1986-07-12,60898.17600000001,ok
18,1986,7,24,23.5,825,1675.08,1986-07-24,1675.0800000000002,ok
19,1986,8,1,12.7,0,0,1986-08-01,0,below_detection
20,1986,8,19,9.93,0,0,1986-08-19,0,below_detection
21,1986,8,22,28.6,0,0,1986-08-22,0,below_detection
22,1986,8,25,61.2,402,2125.65,1986-08-25,2125.6473600000004,ok
23,1986,9,1,11.4,0,0,1986-09-01,0,below_detection
24,1986,9,17,16,0,0,1986-09-17,0,below_detection
25,1986,9,20,97.9,811,6859.89,1986-09-20,6859.892160000001,ok
26,1986,10,3,17.5,0,0,1986-10-03,0,below_detection
27,1986,10,21,11.6,0,0,1986-10-21,0,below_detection
28,1986,11,3,11.7,0,0,1986-11-03,0,below_detection
29,1986,11,14,7.88,0,0,1986-11-14,0,below_detection
30,1986,12,4,16.4,0,0,1986-12-04,0,below_detection
31,1986,12,15,13.2,0,0,1986-12-15,0,below_detection
1,1985,1,5,6.87,0,0,1985-01-05,0,below_detection
2,1985,1,15,8.65,0,0,1985-01-15,0,below_detection
3,1985,2,4,7.63,0,0,1985-02-04,0,below_detection
4,1985,2,18,8.31,0,0,1985-02-18,0,below_detection
5,1985,3,2,11.5,0,0,1985-03-02,0,below_detection
6,1985,3,17,7.37,0,0,1985-03-17,0,below_detection
7,1985,4,2,7.95,0,0,1985-04-02,0,below_detection
8,1985,4,16,6.27,0,0,1985-04-16,0,below_detection
9,1985,5,2,5.81,0,0,1985-05-02,0,below_detection
10,1985,5,16,9.84,0,0,1985-05-16,0,below_detection
11,1985,5,24,26.8,424,981.78,1985-05-24,981.7804800000001,ok
12,1985,6,2,24.2,0,0,1985-06-02,0,below_detection
13,1985,6,12,31,3400,9106.56,1985-06-12,9106.560000000001,ok
